Facility ID,Property type,Rating snapshot date,Original Loan Amount,Principal Repayment Type,Current Loan Balance,Interest rate,Property value,Net operating income,Contractual term,Months to maturity,Annual tenant turnover,Region,Property Class,Default flag
ABC1006870,Multifamily residential,1/1/2016," $4,418,163.62 ", Partially amortizing ," $4,388,709.19 ",6.91%," $5,323,088.70 "," $462,576.41 ",120,118,4%,Northeast,N/A,0
ABC1006871,Retail space,1/1/2019," $1,328,656.62 ", Fully amortizing ," $841,482.53 ",8.13%," $1,703,405.93 "," $140,190.31 ",120,76,15%,Midwest,N/A,0
ABC1006872,Multifamily residential,1/1/2016," $5,531,159.97 ", Partially amortizing ," $4,922,732.37 ",7.61%," $8,016,173.87 "," $834,483.70 ",60,27,15%,Northeast,N/A,0
ABC1006873,Retail space,1/1/2017," $27,223,781.71 ", Partially amortizing ," $23,321,706.33 ",5.84%," $38,891,116.73 "," $2,959,613.98 ",60,17,10%,West,N/A,0
ABC1006874,Retail space,1/1/2018," $9,392,364.81 ", Partially amortizing ," $7,701,739.14 ",5.44%," $15,919,262.39 "," $756,164.96 ",60,6,13%,Midwest,N/A,0
ABC1006875,Office building,1/1/2019," $2,563,477.31 ", Fully amortizing ," $2,029,419.54 ",8.04%," $3,204,346.64 "," $230,392.52 ",120,95,6%,Midwest,Class B,0
ABC1006876,Office building,1/1/2019," $1,922,439.60 ", Partially amortizing ," $1,435,421.57 ",6.78%," $2,746,342.29 "," $142,260.53 ",180,104,13%,Midwest,Class B,0
ABC1006877,Multifamily residential,1/1/2021," $6,636,148.83 ", Fully amortizing ," $5,861,931.47 ",5.71%," $10,209,459.74 "," $1,031,155.43 ",60,53,37%,Northeast,N/A,0
ABC1006878,Retail space,1/1/2019," $2,537,343.90 ", Fully amortizing ," $2,114,453.25 ",6.24%," $3,475,813.57 "," $277,717.50 ",60,50,9%,Midwest,N/A,0
ABC1006879,Office building,1/1/2018," $5,021,986.27 ", Partially amortizing ," $3,699,529.88 ",6.91%," $8,099,977.85 "," $652,858.21 ",120,41,14%,Northeast,Class B,0
ABC1006880,Office building,1/1/2017," $5,966,675.82 ", Partially amortizing ," $5,290,452.56 ",6.80%," $9,040,417.92 "," $706,960.68 ",60,26,11%,Northeast,Class A,0
ABC1006881,Multifamily residential,1/1/2016," $11,748,011.44 ", Fully amortizing ," $1,566,401.53 ",7.20%," $16,782,873.49 "," $943,197.49 ",120,16,13%,Midwest,N/A,0
ABC1006882,Retail space,1/1/2022," $4,542,610.94 ", Partially amortizing ," $4,391,190.57 ",5.41%," $7,210,493.55 "," $485,987.27 ",60,50,8%,Northeast,N/A,0
ABC1006883,Multifamily residential,1/1/2022," $3,655,792.50 ", Fully amortizing ," $1,218,597.50 ",6.25%," $5,539,079.55 "," $412,661.43 ",60,20,5%,Midwest,N/A,0
ABC1006884,Office building,1/1/2021," $8,417,824.60 ", Fully amortizing ," $3,928,318.15 ",5.80%," $10,932,239.74 "," $310,475.61 ",60,28,54%,Northeast,Class B,0
ABC1006885,Multifamily residential,1/1/2018," $2,914,252.12 ", Partially amortizing ," $2,661,683.60 ",5.60%," $3,938,178.54 "," $312,297.56 ",60,34,6%,South,N/A,0
ABC1006886,Multifamily residential,1/1/2016," $10,651,308.09 ", Fully amortizing ," $1,420,174.41 ",7.77%," $13,482,668.47 "," $1,155,464.69 ",120,16,11%,Northeast,N/A,0
ABC1006887,Multifamily residential,1/1/2017," $1,935,992.87 ", Fully amortizing ," $1,839,193.22 ",6.66%," $2,726,750.52 "," $337,844.39 ",120,114,13%,South,N/A,0
ABC1006888,Office building,1/1/2021," $839,184.43 ", Partially amortizing ," $464,348.72 ",7.50%," $1,181,949.91 "," $57,088.18 ",180,46,19%,South,Class C,0
ABC1006889,Multifamily residential,1/1/2022," $9,522,994.96 ", Partially amortizing ," $8,380,235.57 ",5.66%," $13,604,278.52 "," $968,624.63 ",60,24,13%,Northeast,N/A,0
ABC1006890,Office building,1/1/2016," $1,742,585.36 ", Partially amortizing ," $1,661,264.71 ",7.35%," $3,057,167.29 "," $171,812.80 ",60,46,10%,Northeast,Class B,0
ABC1006891,Multifamily residential,1/1/2022," $6,692,115.86 ", Partially amortizing ," $4,572,945.84 ",6.10%," $9,698,718.64 "," $1,077,527.64 ",120,25,2%,Midwest,N/A,0
ABC1006892,Multifamily residential,1/1/2015," $2,325,327.51 ", Partially amortizing ," $1,666,484.72 ",6.32%," $3,370,039.87 "," $275,332.26 ",120,35,1%,South,N/A,0
ABC1006893,Office building,1/1/2018," $7,614,916.28 ", Fully amortizing ," $7,234,170.46 ",7.43%," $10,725,234.19 "," $656,384.33 ",120,114,9%,Northeast,Class C,0
ABC1006894,Office building,1/1/2021," $15,303,028.26 ", Partially amortizing ," $13,670,705.25 ",5.14%," $22,504,453.32 "," $1,269,251.17 ",60,28,43%,South,Class C,0
ABC1006895,Multifamily residential,1/1/2015," $3,744,491.39 ", Fully amortizing ," $1,123,347.42 ",7.20%," $5,060,123.50 "," $713,477.41 ",120,36,8%,South,N/A,0
ABC1006896,Retail space,1/1/2021," $2,648,330.71 ", Partially amortizing ," $2,577,708.56 ",5.18%," $3,310,413.39 "," $118,843.84 ",60,52,26%,Northeast,N/A,1
ABC1006897,Office building,1/1/2016," $3,736,574.03 ", Partially amortizing ," $3,250,819.41 ",7.25%," $6,026,732.31 "," $580,977.00 ",120,81,14%,South,Class A,0
ABC1006898,Office building,1/1/2022," $27,004,597.21 ", Partially amortizing ," $18,813,202.72 ",5.90%," $36,492,698.93 "," $2,054,538.95 ",120,29,5%,West,Class C,0
ABC1006899,Retail space,1/1/2019," $7,910,528.34 ", Partially amortizing ," $6,987,633.37 ",7.50%," $11,985,649.00 "," $1,054,737.11 ",120,85,2%,South,N/A,0
ABC1006900,Office building,1/1/2017," $2,141,088.61 ", Fully amortizing ," $892,120.25 ",6.41%," $3,015,617.75 "," $118,513.78 ",60,25,1%,Northeast,Class B,0
ABC1006901,Retail space,1/1/2017," $9,916,998.65 ", Fully amortizing ," $2,644,532.97 ",7.00%," $12,243,208.22 "," $684,395.34 ",120,32,2%,Midwest,N/A,0
ABC1006902,Office building,1/1/2022," $2,575,220.94 ", Partially amortizing ," $2,240,442.22 ",5.99%," $3,527,699.91 "," $126,291.66 ",60,21,7%,Northeast,Class B,0
ABC1006903,Retail space,1/1/2022," $2,408,877.19 ", Partially amortizing ," $1,983,308.89 ",5.72%," $3,441,253.14 "," $175,848.04 ",60,7,13%,Midwest,N/A,0
ABC1006904,Retail space,1/1/2022," $1,413,146.27 ", Partially amortizing ," $1,158,779.94 ",5.46%," $2,109,173.54 "," $106,513.26 ",60,6,15%,Northeast,N/A,0
ABC1006905,Retail space,1/1/2017," $8,048,696.90 ", Partially amortizing ," $6,787,734.38 ",7.18%," $13,194,585.07 "," $798,272.40 ",120,73,15%,South,N/A,0
ABC1006906,Retail space,1/1/2016," $6,835,196.35 ", Partially amortizing ," $5,946,620.83 ",7.06%," $11,024,510.25 "," $1,047,328.47 ",60,21,27%,South,N/A,0
ABC1006907,Multifamily residential,1/1/2018," $1,781,080.64 ", Partially amortizing ," $1,157,702.42 ",7.14%," $2,581,276.29 "," $231,282.36 ",120,15,8%,Northeast,N/A,0
ABC1006908,Retail space,1/1/2021," $6,868,725.94 ", Fully amortizing ," $4,540,991.04 ",7.33%," $10,101,067.55 "," $893,944.48 ",180,119,13%,West,N/A,0
ABC1006909,Retail space,1/1/2019," $2,995,669.19 ", Partially amortizing ," $2,446,463.17 ",7.76%," $4,405,395.87 "," $275,777.78 ",120,65,14%,South,N/A,0
ABC1006910,Office building,1/1/2019," $8,145,849.30 ", Partially amortizing ," $7,711,404.00 ",5.75%," $12,157,984.03 "," $550,756.68 ",60,44,6%,South,Class C,1
ABC1006911,Retail space,1/1/2020," $4,416,860.65 ", Partially amortizing ," $3,636,548.60 ",7.42%," $6,495,383.31 "," $398,167.00 ",120,67,43%,Northeast,N/A,0
ABC1006912,Multifamily residential,1/1/2020," $8,560,353.22 ", Fully amortizing ," $7,418,972.79 ",6.94%," $11,263,622.66 "," $1,050,895.99 ",180,156,31%,Northeast,N/A,0
ABC1006913,Multifamily residential,1/1/2021," $1,618,753.89 ", Partially amortizing ," $1,343,565.73 ",7.34%," $2,217,471.08 "," $131,496.04 ",120,69,39%,Midwest,N/A,0
ABC1006914,Office building,1/1/2022," $1,172,489.15 ", Partially amortizing ," $937,991.32 ",5.84%," $1,699,259.64 "," $38,743.12 ",120,60,13%,South,Class C,1
ABC1006915,Multifamily residential,1/1/2018," $13,801,292.95 ", Fully amortizing ," $13,341,249.85 ",6.07%," $22,260,149.91 "," $1,867,626.58 ",60,58,13%,South,N/A,0
ABC1006916,Office building,1/1/2018," $1,209,633.43 ", Partially amortizing ," $1,048,348.98 ",5.65%," $1,805,423.04 "," $153,460.96 ",60,20,2%,Northeast,Class A,0
ABC1006917,Office building,1/1/2022," $888,948.09 ", Fully amortizing ," $459,289.85 ",6.21%," $1,411,028.72 "," $39,649.91 ",120,62,10%,South,Class C,0
ABC1006918,Retail space,1/1/2017," $5,067,365.45 ", Partially amortizing ," $4,290,369.41 ",6.44%," $6,941,596.51 "," $508,819.02 ",60,14,3%,Northeast,N/A,0
ABC1006919,Retail space,1/1/2022," $946,220.46 ", Fully amortizing ," $930,450.12 ",5.58%," $1,855,334.23 "," $78,295.10 ",60,59,5%,West,N/A,0
ABC1006920,Retail space,1/1/2017," $8,279,120.31 ", Fully amortizing ," $3,173,662.79 ",7.24%," $11,498,778.21 "," $803,764.60 ",120,46,9%,Northeast,N/A,0
ABC1006921,Retail space,1/1/2017," $2,188,195.34 ", Partially amortizing ," $1,903,729.95 ",6.63%," $3,217,934.32 "," $320,828.05 ",60,21,7%,Northeast,N/A,0
ABC1006922,Multifamily residential,1/1/2022," $2,652,128.67 ", Partially amortizing ," $2,590,245.67 ",5.65%," $3,157,296.04 "," $285,103.83 ",60,53,2%,Northeast,N/A,0
ABC1006923,Multifamily residential,1/1/2022," $14,621,881.91 ", Partially amortizing ," $11,989,943.16 ",6.74%," $20,308,169.31 "," $2,276,545.78 ",120,66,38%,South,N/A,0
ABC1006924,Retail space,1/1/2017," $1,603,873.44 ", Fully amortizing ," $1,483,582.93 ",7.37%," $2,056,248.00 "," $109,803.64 ",120,111,11%,Northeast,N/A,0
ABC1006925,Retail space,1/1/2019," $13,963,162.39 ", Partially amortizing ," $13,544,267.51 ",8.21%," $19,947,374.84 "," $1,859,095.33 ",120,111,12%,South,N/A,0
ABC1006926,Multifamily residential,1/1/2020," $1,137,178.78 ", Partially amortizing ," $1,137,178.78 ",5.38%," $1,457,921.51 "," $147,979.03 ",60,60,8%,Northeast,N/A,0
ABC1006927,Multifamily residential,1/1/2021," $2,933,264.43 ", Partially amortizing ," $1,789,291.30 ",6.81%," $3,223,367.50 "," $212,097.58 ",120,3,13%,Midwest,N/A,0
ABC1006928,Retail space,1/1/2018," $10,383,409.78 ", Partially amortizing ," $8,445,173.28 ",6.66%," $12,361,202.11 "," $391,850.11 ",120,64,28%,Northeast,N/A,1
ABC1006929,Retail space,1/1/2017," $1,711,681.13 ", Partially amortizing ," $1,032,714.28 ",6.76%," $2,410,818.50 "," $157,426.45 ",120,1,11%,Northeast,N/A,0
ABC1006930,Office building,1/1/2016," $409,856.76 ", Partially amortizing ," $286,899.73 ",7.10%," $694,672.48 "," $30,704.52 ",120,30,1%,Northeast,Class C,0
ABC1006931,Multifamily residential,1/1/2021," $10,881,243.56 ", Partially amortizing ," $10,300,910.57 ",5.11%," $16,001,828.76 "," $1,526,574.46 ",60,44,9%,Northeast,N/A,0
ABC1006932,Retail space,1/1/2021," $23,371,329.79 ", Partially amortizing ," $15,970,408.69 ",7.51%," $37,695,693.21 "," $2,178,811.07 ",180,85,12%,South,N/A,0
ABC1006933,Multifamily residential,1/1/2016," $1,208,817.28 ", Partially amortizing ," $1,144,347.03 ",6.83%," $1,831,541.33 "," $123,812.19 ",60,44,1%,Northeast,N/A,0
ABC1006934,Multifamily residential,1/1/2015," $5,794,648.92 ", Partially amortizing ," $3,863,099.28 ",6.36%," $9,821,438.84 "," $752,322.22 ",120,20,13%,Northeast,N/A,0
ABC1006935,Office building,1/1/2022," $32,892,533.21 ", Partially amortizing ," $29,164,712.78 ",6.30%," $44,449,369.20 "," $2,978,107.74 ",120,86,2%,Northeast,Class C,0
ABC1006936,Office building,1/1/2015," $4,862,988.07 ", Partially amortizing ," $4,490,158.98 ",7.44%," $7,368,163.74 "," $596,821.26 ",60,37,31%,Midwest,Class A,0
ABC1006937,Multifamily residential,1/1/2017," $2,888,356.11 ", Partially amortizing ," $2,647,659.77 ",6.53%," $4,186,023.35 "," $242,789.35 ",60,35,5%,Northeast,N/A,1
ABC1006938,Office building,1/1/2022," $5,898,517.75 ", Partially amortizing ," $5,505,283.23 ",5.65%," $8,937,148.10 "," $456,688.27 ",60,40,6%,Midwest,Class A,0
ABC1006939,Office building,1/1/2018," $866,164.09 ", Partially amortizing ," $828,630.31 ",5.71%," $1,292,782.22 "," $35,551.51 ",60,47,14%,South,Class C,1
ABC1006940,Multifamily residential,1/1/2019," $1,828,222.13 ", Partially amortizing ," $1,688,058.43 ",7.06%," $2,574,960.74 "," $241,016.33 ",180,157,5%,Northeast,N/A,0
ABC1006941,Retail space,1/1/2022," $3,389,220.20 ", Fully amortizing ," $621,357.04 ",6.28%," $4,984,147.35 "," $387,766.66 ",60,11,32%,Midwest,N/A,0
ABC1006942,Retail space,1/1/2022," $5,604,581.24 ", Partially amortizing ," $4,950,713.43 ",5.44%," $7,784,140.62 "," $632,072.22 ",60,25,27%,Northeast,N/A,0
ABC1006943,Multifamily residential,1/1/2019," $9,029,297.63 ", Partially amortizing ," $8,096,270.21 ",7.31%," $11,726,360.56 "," $1,364,948.37 ",120,89,5%,Northeast,N/A,0
ABC1006944,Retail space,1/1/2022," $2,889,007.34 ", Partially amortizing ," $2,725,296.93 ",5.58%," $4,896,622.62 "," $352,067.17 ",60,43,2%,Midwest,N/A,0
ABC1006945,Retail space,1/1/2022," $2,115,825.16 ", Partially amortizing ," $1,706,765.63 ",6.28%," $3,022,607.37 "," $300,749.43 ",60,2,9%,Northeast,N/A,0
ABC1006946,Multifamily residential,1/1/2021," $7,394,355.51 ", Partially amortizing ," $6,309,850.03 ",6.80%," $9,603,059.10 "," $508,001.83 ",120,76,11%,South,N/A,0
ABC1006947,Office building,1/1/2021," $4,088,228.01 ", Partially amortizing ," $3,720,287.49 ",5.04%," $5,174,972.17 "," $298,595.89 ",60,33,48%,Northeast,Class C,0
ABC1006948,Multifamily residential,1/1/2017," $1,908,410.91 ", Partially amortizing ," $1,838,435.84 ",6.42%," $2,936,016.78 "," $197,593.93 ",60,49,31%,Northeast,N/A,0
ABC1006949,Multifamily residential,1/1/2018," $2,941,474.51 ", Partially amortizing ," $2,421,814.01 ",5.56%," $4,325,697.81 "," $505,674.07 ",60,7,8%,Northeast,N/A,1
ABC1006950,Retail space,1/1/2018," $3,118,761.15 ", Partially amortizing ," $2,536,592.40 ",6.88%," $4,586,413.46 "," $265,094.70 ",120,64,7%,Northeast,N/A,0
ABC1006951,Office building,1/1/2018," $6,107,837.26 ", Fully amortizing ," $305,391.86 ",6.87%," $10,530,753.90 "," $941,449.40 ",120,6,11%,South,Class B,0
ABC1006952,Office building,1/1/2017," $925,622.32 ", Partially amortizing ," $777,522.75 ",7.02%," $2,012,222.44 "," $187,941.58 ",180,132,14%,Northeast,Class B,0
ABC1006953,Multifamily residential,1/1/2016," $1,235,335.52 ", Partially amortizing ," $1,066,506.33 ",7.43%," $1,992,476.64 "," $114,168.91 ",120,79,27%,South,N/A,0
ABC1006954,Retail space,1/1/2021," $4,683,266.71 ", Partially amortizing ," $4,652,044.93 ",7.59%," $7,317,604.23 "," $241,480.94 ",120,118,14%,Northeast,N/A,0
ABC1006955,Retail space,1/1/2017," $8,657,383.51 ", Partially amortizing ," $6,608,469.41 ",7.05%," $13,117,247.74 "," $1,008,716.35 ",120,49,15%,Northeast,N/A,0
ABC1006956,Office building,1/1/2018," $2,841,130.00 ", Fully amortizing ," $2,462,312.67 ",6.90%," $3,738,328.95 "," $151,402.32 ",120,104,7%,South,Class C,0
ABC1006957,Retail space,1/1/2020," $5,456,715.37 ", Partially amortizing ," $5,147,501.50 ",5.42%," $7,685,514.60 "," $784,691.04 ",60,43,40%,Midwest,N/A,1
ABC1006958,Office building,1/1/2022," $13,108,764.03 ", Fully amortizing ," $8,739,176.02 ",6.27%," $18,206,616.71 "," $473,372.03 ",60,40,11%,Northeast,Class B,0
ABC1006959,Retail space,1/1/2023," $1,760,473.01 ", Partially amortizing ," $1,484,665.58 ",6.33%," $2,479,539.46 "," $211,504.72 ",60,13,7%,Northeast,N/A,0
ABC1006960,Multifamily residential,1/1/2022," $10,746,691.24 ", Fully amortizing ," $5,194,234.10 ",5.64%," $16,282,865.51 "," $1,340,079.83 ",60,29,34%,Midwest,N/A,0
ABC1006961,Retail space,1/1/2020," $13,070,378.83 ", Partially amortizing ," $10,630,574.78 ",8.15%," $20,108,275.12 "," $1,570,456.29 ",120,64,39%,South,N/A,0
ABC1006962,Multifamily residential,1/1/2016," $1,084,200.88 ", Partially amortizing ," $961,324.78 ",7.69%," $1,720,953.78 "," $155,746.32 ",120,86,14%,Northeast,N/A,0
ABC1006963,Multifamily residential,1/1/2015," $25,386,581.86 ", Partially amortizing ," $12,100,937.35 ",8.04%," $37,333,208.61 "," $2,949,323.48 ",180,23,9%,Northeast,N/A,0
ABC1006964,Multifamily residential,1/1/2019," $3,190,377.10 ", Partially amortizing ," $2,169,456.43 ",8.01%," $5,064,090.63 "," $426,902.84 ",120,24,4%,Midwest,N/A,0
ABC1006965,Retail space,1/1/2017," $1,432,619.20 ", Partially amortizing ," $1,284,581.88 ",6.64%," $2,204,029.54 "," $176,763.17 ",60,29,8%,South,N/A,0
ABC1006966,Office building,1/1/2019," $3,896,145.55 ", Fully amortizing ," $2,987,044.92 ",6.38%," $6,603,636.53 "," $462,254.56 ",60,46,10%,South,Class B,0
ABC1006967,Multifamily residential,1/1/2022," $1,311,852.73 ", Partially amortizing ," $940,161.12 ",6.41%," $1,987,655.65 "," $230,170.52 ",120,35,12%,Midwest,N/A,0
ABC1006968,Office building,1/1/2019," $7,707,434.96 ", Partially amortizing ," $6,037,490.72 ",7.72%," $14,273,027.70 "," $749,333.95 ",120,55,4%,Northeast,Class C,1
ABC1006969,Retail space,1/1/2022," $19,348,606.29 ", Partially amortizing ," $15,801,361.80 ",5.60%," $28,453,832.78 "," $2,313,296.61 ",60,5,5%,South,N/A,0
ABC1006970,Retail space,1/1/2019," $1,857,073.25 ", Partially amortizing ," $1,689,936.66 ",6.54%," $2,857,035.77 "," $271,704.10 ",60,33,14%,Northeast,N/A,0
ABC1006971,Retail space,1/1/2017," $2,409,019.64 ", Partially amortizing ," $2,087,817.02 ",6.66%," $3,542,675.94 "," $318,132.30 ",60,20,4%,Northeast,N/A,0
ABC1006972,Multifamily residential,1/1/2020," $469,236.71 ", Partially amortizing ," $455,159.61 ",6.02%," $868,956.88 "," $72,297.21 ",60,51,14%,Northeast,N/A,0
ABC1006973,Multifamily residential,1/1/2018," $693,378.31 ", Partially amortizing ," $411,404.47 ",6.27%," $866,722.89 "," $82,858.71 ",180,58,11%,Northeast,N/A,0
ABC1006974,Multifamily residential,1/1/2018," $6,311,354.08 ", Partially amortizing ," $5,722,294.37 ",7.43%," $8,304,413.27 "," $695,079.39 ",120,92,40%,Northeast,N/A,0
ABC1006975,Retail space,1/1/2021," $1,343,715.82 ", Partially amortizing ," $918,205.81 ",7.36%," $2,005,546.00 "," $126,750.51 ",120,25,13%,Midwest,N/A,0
ABC1006976,Multifamily residential,1/1/2015," $3,842,874.77 ", Partially amortizing ," $3,676,350.19 ",7.27%," $6,404,791.28 "," $643,681.52 ",120,107,13%,South,N/A,0
ABC1006977,Multifamily residential,1/1/2016," $2,059,788.26 ", Fully amortizing ," $1,819,479.63 ",7.21%," $2,481,672.60 "," $191,833.29 ",60,53,13%,Northeast,N/A,0
ABC1006978,Office building,1/1/2018," $845,971.78 ", Fully amortizing ," $493,483.54 ",7.57%," $972,381.35 "," $92,570.70 ",120,70,11%,Northeast,Class A,0
ABC1006979,Multifamily residential,1/1/2019," $11,359,744.06 ", Fully amortizing ," $3,597,252.29 ",5.67%," $18,031,339.78 "," $905,173.26 ",60,19,1%,Midwest,N/A,0
ABC1006980,Multifamily residential,1/1/2023," $11,694,275.24 ", Partially amortizing ," $10,641,790.47 ",6.91%," $20,162,543.52 "," $1,068,614.81 ",60,33,15%,Midwest,N/A,0
ABC1006981,Multifamily residential,1/1/2017," $2,410,111.38 ", Partially amortizing ," $1,237,190.51 ",6.99%," $3,347,376.92 "," $200,507.88 ",180,34,7%,Northeast,N/A,0
ABC1006982,Retail space,1/1/2017," $16,013,657.86 ", Partially amortizing ," $13,344,714.88 ",7.02%," $29,654,921.95 "," $2,425,772.62 ",120,70,14%,Northeast,N/A,0
ABC1006983,Retail space,1/1/2023," $17,282,833.58 ", Partially amortizing ," $15,612,159.67 ",5.47%," $30,320,760.67 "," $2,170,966.46 ",120,91,32%,Northeast,N/A,0
ABC1006984,Retail space,1/1/2017," $2,183,737.21 ", Partially amortizing ," $1,805,222.76 ",6.78%," $2,991,420.83 "," $162,135.01 ",60,8,12%,Northeast,N/A,0
ABC1006985,Retail space,1/1/2019," $3,473,402.96 ", Partially amortizing ," $3,461,824.95 ",7.55%," $5,033,917.33 "," $438,957.59 ",120,119,10%,Midwest,N/A,0
ABC1006986,Retail space,1/1/2020," $3,595,058.72 ", Partially amortizing ," $2,923,981.09 ",5.82%," $6,093,319.87 "," $486,246.93 ",60,4,55%,Northeast,N/A,0
ABC1006987,Office building,1/1/2021," $4,711,606.50 ", Partially amortizing ," $4,680,195.79 ",5.63%," $8,265,976.32 "," $319,893.28 ",60,58,14%,Northeast,Class B,0
ABC1006988,Retail space,1/1/2016," $982,767.74 ", Partially amortizing ," $907,422.21 ",7.39%," $1,585,109.26 "," $119,200.22 ",60,37,9%,Northeast,N/A,0
ABC1006989,Multifamily residential,1/1/2021," $7,279,329.29 ", Fully amortizing ," $4,488,919.73 ",5.17%," $11,740,853.69 "," $1,023,802.44 ",60,37,3%,Northeast,N/A,0
ABC1006990,Office building,1/1/2020," $1,656,089.53 ", Fully amortizing ," $1,600,886.55 ",5.18%," $2,400,129.75 "," $234,972.70 ",60,58,16%,Northeast,Class A,0
ABC1006991,Retail space,1/1/2017," $12,235,926.22 ", Partially amortizing ," $10,278,178.02 ",7.33%," $15,294,907.77 "," $1,150,177.06 ",120,72,8%,Northeast,N/A,0
ABC1006992,Office building,1/1/2018," $8,659,797.08 ", Partially amortizing ," $8,255,673.21 ",7.34%," $12,550,430.55 "," $631,286.66 ",120,106,15%,Northeast,Class C,0
ABC1006993,Retail space,1/1/2019," $16,579,419.34 ", Partially amortizing ," $8,897,621.71 ",7.09%," $22,105,892.45 "," $1,971,845.61 ",180,41,11%,Northeast,N/A,0
ABC1006994,Retail space,1/1/2023," $3,132,067.50 ", Partially amortizing ," $2,359,490.85 ",6.35%," $5,592,977.67 "," $500,571.50 ",120,46,30%,West,N/A,0
ABC1006995,Office building,1/1/2019," $1,399,470.99 ", Partially amortizing ," $1,240,864.28 ",6.10%," $2,455,212.26 "," $155,660.46 ",60,26,12%,Northeast,Class A,0
ABC1006996,Office building,1/1/2021," $6,009,657.02 ", Partially amortizing ," $5,128,240.66 ",7.61%," $8,969,637.35 "," $904,139.44 ",120,76,28%,Northeast,Class A,0
